Data_Uploaded,Date_Uploaded,Monitored_By,Date_Monitored,Location,Replicate,Site,Species,Treatment,Prop_ID,Time_Period,Survivorship,Condition,Pests,Leaf_Color,RHMA_Height_1,RHMA_Height_2,RHMA_Epi_Length,LARA_Height_1,LARA_Height_2,Number_Branches,Leaves_Main,Leaves_Branches,Total_Leaves,Nodes_Main,Nodes_Branches,Total_Nodes,Notes,...29
DG,10/25/24,"SA,AD",10/25/2024,20,4,MB,LARA,B,LB-40,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,14,1,PR,LARA,B,LB-41,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,14,1,PR,LARA,B,LB-42,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,14,1,PR,LARA,B,LB-43,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,14,1,PR,LARA,B,LB-44,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,14,1,PR,LARA,B,LB-45,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,7,2,PR,LARA,B,LB-46,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,7,2,PR,LARA,B,LB-47,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,7,2,PR,LARA,B,LB-48,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,7,2,PR,LARA,B,LB-49,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,7,2,PR,LARA,B,LB-50,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,9,3,PR,LARA,B,LB-51,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,9,3,PR,LARA,B,LB-52,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,9,3,PR,LARA,B,LB-53,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,9,3,PR,LARA,B,LB-54,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,9,3,PR,LARA,B,LB-55,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,20,4,PR,LARA,B,LB-56,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,20,4,PR,LARA,B,LB-57,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
ES,10/29/24,"ES,DG",10/27/2024,20,4,PR,LARA,B,LB-58,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/27/2024,20,4,PR,LARA,B,LB-59,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/27/2024,20,4,PR,LARA,B,LB-60,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,VB,LARA,C,LC-1,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,VB,LARA,C,LC-2,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,VB,LARA,C,LC-3,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,VB,LARA,C,LC-4,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,VB,LARA,C,LC-5,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,VB,LARA,C,LC-6,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,VB,LARA,C,LC-7,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,VB,LARA,C,LC-8,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,VB,LARA,C,LC-9,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,VB,LARA,C,LC-10,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,VB,LARA,C,LC-11,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,VB,LARA,C,LC-12,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,VB,LARA,C,LC-13,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,VB,LARA,C,LC-14,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,VB,LARA,C,LC-15,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,VB,LARA,C,LC-16,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,VB,LARA,C,LC-17,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,VB,LARA,C,LC-18,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,VB,LARA,C,LC-19,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,VB,LARA,C,LC-20,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,MB,LARA,C,LC-21,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,MB,LARA,C,LC-22,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,MB,LARA,C,LC-23,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,MB,LARA,C,LC-24,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,MB,LARA,C,LC-25,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,MB,LARA,C,LC-26,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,MB,LARA,C,LC-27,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,MB,LARA,C,LC-28,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,MB,LARA,C,LC-29,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,MB,LARA,C,LC-30,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,MB,LARA,C,LC-31,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,MB,LARA,C,LC-32,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,MB,LARA,C,LC-33,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,MB,LARA,C,LC-34,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,MB,LARA,C,LC-35,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,MB,LARA,C,LC-36,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,MB,LARA,C,LC-37,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,MB,LARA,C,LC-38,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,MB,LARA,C,LC-39,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,MB,LARA,C,LC-40,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,PR,LARA,C,LC-41,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,PR,LARA,C,LC-42,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,PR,LARA,C,LC-43,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,PR,LARA,C,LC-44,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,13,1,PR,LARA,C,LC-45,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,PR,LARA,C,LC-46,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,PR,LARA,C,LC-47,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,PR,LARA,C,LC-48,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,PR,LARA,C,LC-49,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,5,2,PR,LARA,C,LC-50,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,PR,LARA,C,LC-51,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,PR,LARA,C,LC-52,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,PR,LARA,C,LC-53,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,PR,LARA,C,LC-54,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,15,3,PR,LARA,C,LC-55,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,PR,LARA,C,LC-56,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,PR,LARA,C,LC-57,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,PR,LARA,C,LC-58,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,PR,LARA,C,LC-59,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,3,4,PR,LARA,C,LC-60,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,10,1,VB,LARA,D,LD-1,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,10,1,VB,LARA,D,LD-2,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,10,1,VB,LARA,D,LD-3,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,10,1,VB,LARA,D,LD-4,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,10,1,VB,LARA,D,LD-5,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,6,2,VB,LARA,D,LD-6,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,6,2,VB,LARA,D,LD-7,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,6,2,VB,LARA,D,LD-8,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,6,2,VB,LARA,D,LD-9,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,6,2,VB,LARA,D,LD-10,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,17,3,VB,LARA,D,LD-11,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,17,3,VB,LARA,D,LD-12,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,17,3,VB,LARA,D,LD-13,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,17,3,VB,LARA,D,LD-14,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,17,3,VB,LARA,D,LD-15,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,18,4,VB,LARA,D,LD-16,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,18,4,VB,LARA,D,LD-17,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,18,4,VB,LARA,D,LD-18,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,18,4,VB,LARA,D,LD-19,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"AD,DN",10/29/2024,18,4,VB,LARA,D,LD-20,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,MB,LARA,D,LD-21,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,MB,LARA,D,LD-22,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,MB,LARA,D,LD-23,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,MB,LARA,D,LD-24,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,MB,LARA,D,LD-25,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,MB,LARA,D,LD-26,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,MB,LARA,D,LD-27,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,MB,LARA,D,LD-28,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,MB,LARA,D,LD-29,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,MB,LARA,D,LD-30,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,MB,LARA,D,LD-31,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,MB,LARA,D,LD-32,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,MB,LARA,D,LD-33,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,MB,LARA,D,LD-34,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,MB,LARA,D,LD-35,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,MB,LARA,D,LD-36,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,MB,LARA,D,LD-37,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,MB,LARA,D,LD-38,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,MB,LARA,D,LD-39,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,MB,LARA,D,LD-40,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
SH,11/03/2024,SH,11/03/2024,10,1,PR,LARA,D,LD-41,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,Radical coming out side and not in middle,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,PR,LARA,D,LD-42,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,PR,LARA,D,LD-43,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,PR,LARA,D,LD-44,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,10,1,PR,LARA,D,LD-45,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,PR,LARA,D,LD-46,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,PR,LARA,D,LD-47,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,PR,LARA,D,LD-48,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,PR,LARA,D,LD-49,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,6,2,PR,LARA,D,LD-50,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,PR,LARA,D,LD-51,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,PR,LARA,D,LD-52,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,PR,LARA,D,LD-53,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,PR,LARA,D,LD-54,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,17,3,PR,LARA,D,LD-55,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,PR,LARA,D,LD-56,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,PR,LARA,D,LD-57,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,PR,LARA,D,LD-58,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,PR,LARA,D,LD-59,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
DN,10/29/2024,"TT,DN",10/29/2024,18,4,PR,LARA,D,LD-60,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA
LG,10/29/2024,"LG, MA",10/29/2024,2,1,VB,LARA,E,LE-1,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
LG,10/29/2024,"LG, MA",10/29/2024,2,1,VB,LARA,E,LE-2,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
LG,10/29/2024,"LG, MA",10/29/2024,2,1,VB,LARA,E,LE-3,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
LG,10/29/2024,"LG, MA",10/29/2024,2,1,VB,LARA,E,LE-4,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
LG,10/29/2024,"LG, MA",10/29/2024,2,1,VB,LARA,E,LE-5,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
LG,10/29/2024,"LG, MA",10/29/2024,19,2,VB,LARA,E,LE-6,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
LG,10/29/2024,"LG, MA",10/29/2024,19,2,VB,LARA,E,LE-7,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
LG,10/29/2024,"LG, MA",10/29/2024,19,2,VB,LARA,E,LE-8,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
LG,10/29/2024,"LG, MA",10/29/2024,19,2,VB,LARA,E,LE-9,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,planted on 11/3/2024,NA
SH,11/03/2024,SH,11/03/2024,19,2,VB,LARA,E,LE-10,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,came back and they were extremely dry and their radicles were brown; chose different ones; MEASURED L &W WITH CALIPERS; planted on 11/3/2024,NA
SH,11/03/2024,SH,11/03/2024,1,3,VB,LARA,E,LE-11,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,MEASURED L &W WITH CALIPERS; planted on 11/3/2024,NA
SH,11/03/2024,SH,11/03/2024,1,3,VB,LARA,E,LE-12,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,MEASURED L &W WITH CALIPERS; planted on 11/3/2025,NA
SH,11/03/2024,SH,11/03/2024,1,3,VB,LARA,E,LE-13,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,MEASURED L &W WITH CALIPERS; planted on 11/3/2026,NA
SH,11/03/2024,SH,11/03/2024,1,3,VB,LARA,E,LE-14,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,MEASURED L &W WITH CALIPERS; planted on 11/3/2027,NA
SH,11/03/2024,SH,11/03/2024,1,3,VB,LARA,E,LE-15,0,A,H,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,MEASURED L &W WITH CALIPERS; planted on 11/3/2028,NA
